"","Scleractinian","Gorgonia","Black_coral","Hydroids","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others","CCA"
"120_SOCMOO1_7",0,1.33,0,0,0,6.67,0,0,0,2.67,0
"120_SOCMOO1_8",0,0,0,0,5.33,1.33,0,0,0,0,0
"120_SOCMOO1_9",0,0,0,0,0,0,0,0,0,0,1.33
"120_SOCMOO1_10",0,0,2.67,0,5.33,6.67,0,0,0,0,0
"120_SOCMOO1_11",0,0,2.67,0,0,1.33,0,0,0,0,0
"120_SOCMOO1_12",0,2.67,1.33,0,4,8,0,0,0,0,1.33
"120_SOCMOO1_13",0,0,0,0,0,10.67,0,0,0,0,1.33
"120_SOCMOO1_14",0,0,0,0,1.33,12,0,0,0,0,5.33
"120_SOCMOO1_15",0,0,0,0,0,6.67,0,0,0,0,4
"120_SOCMOO1_16",0,0,0,0,2.67,14.67,0,0,0,0,1.33
"120_SOCMOO1_17",0,1.33,2.67,0,1.33,8,0,0,0,0,4
"120_SOCMOO1_18",0,0,1.33,0,0,6.67,0,0,0,0,4
"120_SOCMOO1_19",0,0,0,0,4,8,0,0,0,0,1.33
"120_SOCMOO1_20",0,0,0,0,2.67,6.67,0,0,0,0,4
"120_SOCMOO1_21",0,5.33,4,0,4,28,0,0,0,0,1.33
"120_SOCMOO1_22",0,0,0,0,2.67,6.67,0,0,0,0,1.33
"120_SOCMOO1_23",0,0,5.33,0,9.33,0,0,0,0,5.33,0
"120_SOCMOO1_24",0,1.33,10.67,0,0,5.33,0,0,0,0,2.67
"120_SOCMOO1_25",0,0,2.67,0,2.67,5.33,0,0,0,0,1.33
"120_SOCMOO1_26",0,4,10.67,0,4,9.33,0,0,0,0,0
"120_SOCMOO1_27",0,4,0,0,1.33,1.33,0,0,0,0,0
"120_SOCMOO1_28",0,4,0,0,8,9.33,0,0,0,0,0
"120_SOCMOO1_29",0,1.33,0,0,0,28,0,0,0,0,6.67
"120_SOCMOO1_30",0,5.33,2.67,0,5.33,17.33,0,0,0,0,0
"120_SOCMOO2_1",0,8,0,18.67,2.67,9.33,0,0,0,2.67,1.33
"120_SOCMOO2_2",0,0,0,0,0,21.33,0,0,0,0,14.67
"120_SOCMOO2_3",2.67,0,0,1.33,1.33,30.67,0,0,0,0,5.33
"120_SOCMOO2_4",0,0,0,12,26.67,12,0,0,0,0,4
"120_SOCMOO2_5",0,0,0,0,0,17.33,0,0,0,0,0
"120_SOCMOO2_6",0,0,6.67,0,1.33,10.67,0,0,0,0,0
"120_SOCMOO2_7",0,0,1.33,0,0,22.67,0,0,0,0,0
"120_SOCMOO2_8",0,0,6.67,0,0,26.67,0,0,0,0,0
"120_SOCMOO2_9",0,0,0,0,1.33,29.33,0,0,0,0,5.33
"120_SOCMOO2_10",0,10.67,0,5.33,2.67,13.33,0,0,0,0,0
"120_SOCMOO2_11",0,0,1.33,0,4,2.67,0,0,0,0,1.33
"120_SOCMOO2_12",0,5.33,2.67,0,0,29.33,0,0,0,0,1.33
"120_SOCMOO2_13",0,0,1.33,0,0,36,0,0,0,0,1.33
"120_SOCMOO2_14",0,4,4,4,0,28,0,0,0,0,1.33
"120_SOCMOO2_15",0,1.33,1.33,0,1.33,22.67,0,0,0,0,0
"120_SOCMOO2_16",0,0,1.33,0,0,20,0,0,0,0,1.33
"120_SOCMOO2_17",0,2.67,0,2.67,0,28,0,0,0,0,1.33
"120_SOCMOO2_18",0,0,0,0,9.33,25.33,0,0,0,0,0
"120_SOCMOO2_19",1.33,0,0,0,0,22.67,0,0,0,0,4
"120_SOCMOO2_20",4,0,0,4,5.33,16,0,0,0,0,9.33
"120_SOCMOO2_21",0,0,1.33,0,5.33,24,0,0,0,0,4
"120_SOCMOO2_22",0,2.67,1.33,21.33,5.33,8,0,0,0,0,0
"120_SOCMOO2_23",0,0,0,0,0,30.67,0,0,0,0,8
"120_SOCMOO2_24",1.33,0,1.33,0,0,22.67,0,0,0,0,2.67
"120_SOCMOO2_25",0,9.33,0,12,14.67,10.67,0,0,0,4,0
"120_SOCMOO2_26",0,0,2.67,0,0,22.67,0,0,0,0,9.33
"120_SOCMOO2_27",0,0,2.67,0,5.33,33.33,0,0,0,2.67,8
"120_SOCMOO2_28",0,0,0,4,0,13.33,0,0,0,0,4
"120_SOCMOO2_29",0,0,0,0,0,42.67,0,0,0,0,2.67
"120_SOCMOO2_30",0,4,2.67,0,0,24,0,0,0,0,8
"120_SOCTAH1_1",0,0,0,0,4,32,0,0,0,0,0
"120_SOCTAH1_2",0,1.33,0,1.33,2.67,37.33,0,0,0,0,0
"120_SOCTAH1_3",0,13.33,0,13.33,0,41.33,0,0,0,0,1.33
"120_SOCTAH1_4",0,8,5.33,0,0,30.67,0,0,0,0,0
"120_SOCTAH1_5",0,0,0,0,0,24,0,0,0,0,0
"120_SOCTAH1_6",0,0,0,2.67,0,26.67,0,0,0,0,0
"120_SOCTAH1_7",0,2.67,0,0,0,1.33,0,0,0,0,0
"120_SOCTAH1_8",1.33,2.67,0,1.33,0,34.67,0,0,0,0,0
"120_SOCTAH1_9",2.67,1.33,0,13.33,2.67,24,0,0,0,0,0
"120_SOCTAH1_10",0,6.67,0,1.33,1.33,28,0,0,0,0,0
"120_SOCTAH1_11",0,0,0,0,2.67,49.33,0,0,0,0,1.33
"120_SOCTAH1_12",0,0,0,0,0,21.33,0,0,0,0,0
"120_SOCTAH1_13",0,8,0,0,1.33,50.67,0,0,0,0,1.33
"120_SOCTAH1_14",0,5.33,0,0,0,21.33,0,0,0,0,0
"120_SOCTAH1_15",0,9.33,0,0,0,33.33,0,0,0,0,1.33
"120_SOCTAH1_16",0,0,0,0,5.33,9.33,0,0,0,0,0
"120_SOCTAH1_17",0,0,0,0,0,14.67,0,0,0,0,0
"120_SOCTAH1_18",0,5.33,0,1.33,2.67,17.33,0,0,0,0,0
"120_SOCTAH1_19",0,4,0,4,1.33,18.67,0,0,0,0,0
"120_SOCTAH1_20",0,0,0,5.33,12,12,0,0,0,0,0
"120_SOCTAH1_21",0,0,0,5.33,4,16,0,0,0,2.67,0
"120_SOCTAH1_22",0,10.67,0,5.33,1.33,6.67,0,0,0,0,0
"120_SOCTAH1_23",0,0,0,0,0,20,0,0,0,0,0
"120_SOCTAH1_24",0,0,0,0,1.33,12,0,0,0,0,0
"120_SOCTAH1_25",0,1.33,0,0,1.33,25.33,0,0,0,0,0
"120_SOCTAH1_26",0,0,0,0,2.67,18.67,0,0,0,0,0
"120_SOCTAH1_27",0,0,0,0,9.33,26.67,0,0,0,0,0
"120_SOCTAH1_28",0,2.67,0,2.67,0,26.67,0,0,0,0,0
"120_SOCTAH1_29",0,4,0,0,0,37.33,0,0,0,0,0
"120_SOCTAH1_30",0,4,0,0,2.67,21.33,0,0,0,0,0
"120_SOCTAH2_1",0,25.33,0,4,0,2.67,0,0,0,0,0
"120_SOCTAH2_2",0,0,1.33,0,0,33.33,0,0,0,0,0
"120_SOCTAH2_3",0,0,0,0,1.33,25.33,0,0,0,0,0
"120_SOCTAH2_4",0,0,0,0,0,13.33,0,0,0,0,0
"120_SOCTAH2_5",0,0,0,0,0,4,0,0,0,0,0
"120_SOCTAH2_6",0,0,0,0,0,9.33,0,0,0,0,0
"120_SOCTAH2_7",0,2.67,0,0,0,4,0,0,0,0,0
"120_SOCTAH2_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120_SOCTAH2_9",0,0,0,0,0,2.67,0,0,0,0,0
"120_SOCTAH2_10",0,1.33,0,0,0,1.33,0,0,0,0,0
"120_SOCTAH2_11",0,0,0,0,0,2.67,0,0,0,0,0
"120_SOCTAH2_12",0,0,1.33,0,0,10.67,0,0,0,0,0
"120_SOCTAH2_13",0,4,0,0,1.33,16,0,0,0,0,0
"120_SOCTAH2_14",0,1.33,0,0,2.67,8,0,0,0,0,0
"120_SOCTAH2_15",0,10.67,0,0,0,4,0,0,0,0,0
"120_SOCTAH2_16",0,6.67,0,0,0,12,0,0,0,0,0
"120_SOCTAH2_17",0,13.33,0,0,0,13.33,0,0,0,0,0
"120_SOCTAH2_18",0,1.33,0,1.33,0,8,0,0,0,0,0
"120_SOCTAH2_19",0,0,0,0,0,2.67,0,0,0,0,0
"120_SOCTAH2_20",0,0,0,0,0,5.33,0,0,0,0,0
"120_SOCTAH2_21",0,0,0,0,0,1.33,0,0,0,0,0
"120_SOCTAH2_22",0,1.33,0,0,0,9.33,0,0,0,0,0
"120_SOCTAH2_23",0,1.33,4,0,0,16,0,0,0,0,0
"120_SOCTAH2_24",0,2.67,0,0,0,10.67,0,0,0,0,0
"120_SOCTAH2_25",0,0,1.33,1.33,1.33,10.67,0,0,0,0,0
"120_SOCTAH2_26",0,0,0,1.33,1.33,8,0,0,0,1.33,0
"120_SOCTAH2_27",0,0,5.33,4,4,12,0,0,0,0,0
"120_SOCTAH2_28",0,2.67,0,0,2.67,13.33,0,0,0,1.33,0
"120_SOCTAH2_29",0,0,1.33,1.33,2.67,20,0,0,0,0,0
"120_SOCTAH2_30",0,1.33,0,1.33,1.33,18.67,0,0,0,0,0
"120_TUAMAK1_1",6.67,0,0,0,0,2.67,0,0,0,0,0
"120_TUAMAK1_2",2.67,0,0,0,0,8,0,0,0,0,4
"120_TUAMAK1_3",2.66,0,0,0,0,1.33,0,0,0,0,2.67
"120_TUAMAK1_4",4,0,0,0,0,8,0,0,0,0,12
"120_TUAMAK1_5",7.99,0,0,0,0,4,0,0,0,0,6.67
"120_TUAMAK1_6",2.67,0,0,0,0,9.33,0,0,0,0,2.67
"120_TUAMAK1_7",1.33,0,0,0,0,10.67,0,0,0,0,9.33
"120_TUAMAK1_8",2.67,0,0,0,0,4,0,0,0,0,20
"120_TUAMAK1_9",4,0,0,0,0,0,0,0,0,0,2.67
"120_TUAMAK1_10",4,0,0,0,0,1.33,0,0,0,0,16
"120_TUAMAK1_11",0,0,0,0,0,1.33,0,0,0,0,2.67
"120_TUAMAK1_12",6.67,0,0,0,0,1.33,0,0,0,0,0
"120_TUAMAK1_13",0,0,0,0,0,10.67,0,0,0,0,22.67
"120_TUAMAK1_14",1.33,0,0,2.67,0,10.67,0,0,0,0,10.67
"120_TUAMAK1_15",1.33,0,0,1.33,0,6.67,0,0,0,0,9.33
"120_TUAMAK1_16",0,0,0,0,0,21.33,0,0,0,0,10.67
"120_TUAMAK1_17",2.67,0,0,0,0,1.33,0,0,0,0,4
"120_TUAMAK1_18",5.33,0,0,0,0,13.33,0,0,0,0,2.67
"120_TUAMAK1_19",4,0,0,0,0,10.67,0,0,0,0,9.33
"120_TUAMAK1_20",0,0,0,0,0,9.33,0,0,0,0,17.33
"120_TUAMAK1_21",0,0,0,0,0,8,0,0,0,0,13.33
"120_TUAMAK1_22",0,0,0,0,0,10.67,0,0,0,1.33,17.33
"120_TUAMAK1_23",8,0,0,0,0,4,0,0,0,0,12
"120_TUAMAK1_24",4,0,0,0,0,5.33,0,0,0,0,17.33
"120_TUAMAK1_25",2.67,0,0,0,0,4,0,0,0,0,18.67
"120_TUAMAK1_26",4,0,0,0,0,2.67,0,0,0,0,16
"120_TUAMAK1_27",2.67,0,0,0,0,6.67,0,0,0,0,6.67
"120_TUAMAK1_28",4,0,0,0,0,5.33,0,0,0,0,9.33
"120_TUAMAK1_29",1.33,0,0,0,0,10.67,0,0,0,0,5.33
"120_TUAMAK1_30",12,0,0,0,0,12,0,0,0,0,12
"120_TUAMAK2_1",5.34,0,0,0,0,14.67,0,0,0,0,10.67
"120_TUAMAK2_2",4,0,0,0,0,14.67,0,0,0,0,1.33
"120_TUAMAK2_3",0,0,0,0,0,13.33,0,0,0,0,1.33
"120_TUAMAK2_4",1.33,0,0,0,0,20,0,0,0,0,0
"120_TUAMAK2_5",0,0,0,0,0,38.67,0,0,0,0,2.67
"120_TUAMAK2_6",1.33,0,0,0,0,17.33,0,0,0,0,0
"120_TUAMAK2_7",1.33,0,0,0,1.33,14.67,0,0,0,0,2.67
"120_TUAMAK2_8",0,0,0,0,0,14.67,0,0,0,0,1.33
"120_TUAMAK2_9",0,0,0,0,0,34.67,0,0,0,0,4
"120_TUAMAK2_10",1.33,0,0,0,0,9.33,0,0,0,0,2.67
"120_TUAMAK2_11",2.66,0,0,0,0,26.67,0,0,0,0,2.67
"120_TUAMAK2_12",5.33,0,0,0,0,24,0,0,0,0,0
"120_TUAMAK2_13",1.33,0,0,0,0,5.33,0,0,0,0,0
"120_TUAMAK2_14",0,0,0,0,0,18.67,0,0,0,0,0
"120_TUAMAK2_15",4,0,0,1.33,0,14.67,0,0,0,0,4
"120_TUAMAK2_16",2.67,0,0,0,0,4,0,0,0,0,1.33
"120_TUAMAK2_17",0,2.67,0,0,0,6.67,0,0,0,0,0
"120_TUAMAK2_18",1.33,0,0,0,0,9.33,0,0,0,0,1.33
"120_TUAMAK2_19",1.33,0,0,6.67,0,10.67,0,0,0,0,0
"120_TUAMAK2_20",1.33,0,0,0,0,20,0,0,0,0,2.67
"120_TUAMAK2_21",0,0,0,1.33,0,18.67,0,0,0,0,4
"120_TUAMAK2_22",0,0,0,0,0,16,0,0,0,0,0
"120_TUAMAK2_23",4,0,0,8,1.33,6.67,0,0,0,0,1.33
"120_TUAMAK2_24",2.67,0,0,0,0,16,0,0,0,0,0
"120_TUAMAK2_25",0,0,0,0,0,16,0,0,0,0,8
"120_TUAMAK2_26",4,0,1.33,0,0,20,0,0,0,0,0
"120_TUAMAK2_27",2.66,0,0,0,0,16,0,0,0,0,1.33
"120_TUAMAK2_28",0,0,0,0,0,20,0,0,0,0,1.33
"120_TUAMAK2_29",4,0,0,5.33,0,8,0,0,0,0,1.33
"120_TUAMAK2_30",2.67,0,0,0,0,10.67,0,0,0,0,1.33
"120_TUARAN1_1",0,0,0,0,0,22.67,0,0,0,0,1.33
"120_TUARAN1_2",0,0,0,0,0,25.33,0,0,0,0,0
"120_TUARAN1_3",0,1.33,0,0,0,28,0,0,0,0,2.67
"120_TUARAN1_4",0,0,0,0,0,25.33,0,0,0,0,0
"120_TUARAN1_5",0,0,0,0,0,17.33,0,0,0,1.33,0
"120_TUARAN1_6",0,0,0,0,0,14.67,0,0,0,1.33,2.67
"120_TUARAN1_7",0,0,0,0,1.33,33.33,0,0,0,0,0
"120_TUARAN1_8",0,0,0,0,0,9.33,0,0,0,0,0
"120_TUARAN1_9",1.33,0,0,0,0,6.67,0,0,0,1.33,0
"120_TUARAN1_10",0,0,0,0,0,21.33,0,0,0,0,1.33
"120_TUARAN1_11",0,0,0,0,0,17.33,0,0,0,0,0
"120_TUARAN1_12",0,0,0,1.33,0,9.33,0,0,0,0,0
"120_TUARAN1_13",0,5.33,0,0,0,20,0,0,0,8,0
"120_TUARAN1_14",0,0,0,0,4,25.33,0,0,0,0,0
"120_TUARAN1_15",0,0,0,0,0,45.33,0,0,0,0,0
"120_TUARAN1_16",0,0,0,0,0,33.33,0,0,0,0,0
"120_TUARAN1_17",0,0,0,0,0,12,0,0,0,0,0
"120_TUARAN1_18",0,0,0,0,0,10.67,0,0,0,1.33,1.33
"120_TUARAN1_19",0,0,0,0,0,24,0,0,0,1.33,0
"120_TUARAN1_20",0,0,0,0,0,30.67,0,0,0,0,1.33
"120_TUARAN1_21",0,0,0,1.33,0,24,0,0,0,0,1.33
"120_TUARAN1_22",0,0,0,0,1.33,0,0,0,0,17.33,0
"120_TUARAN1_23",0,0,0,0,0,17.33,0,0,0,0,0
"120_TUARAN1_24",0,0,0,0,0,20,0,0,0,2.66,0
"120_TUARAN1_25",0,0,0,0,0,38.66,0,0,0,0,0
"120_TUARAN1_26",0,0,0,0,8,29.33,0,0,0,0,0
"120_TUARAN1_27",0,0,0,1.33,0,40,0,0,0,0,0
"120_TUARAN1_28",0,0,0,0,0,29.33,0,0,0,0,2.67
"120_TUARAN1_29",0,0,0,0,0,24,0,0,0,0,0
"120_TUARAN1_30",0,0,0,0,0,9.33,0,0,0,0,1.33
"120_TUARAN2_1",1.33,0,0,22.67,0,0,1.33,0,0,0,1.33
"120_TUARAN2_2",4,0,0,4,0,0,1.33,0,0,0,0
"120_TUARAN2_3",2.66,0,0,0,0,0,13.33,0,0,0,0
"120_TUARAN2_4",1.33,0,0,0,0,0,0,0,0,1.33,0
"120_TUARAN2_5",1.33,0,0,0,1.33,1.33,1.33,0,0,0,1.33
"120_TUARAN2_6",1.33,0,0,0,0,1.33,0,0,0,0,6.67
"120_TUARAN2_7",0,0,0,9.33,0,5.33,2.67,0,0,0,1.33
"120_TUARAN2_8",0,0,0,0,1.33,1.33,0,0,0,0,6.67
"120_TUARAN2_9",5.33,0,0,0,0,1.33,5.33,0,0,0,10.67
"120_TUARAN2_10",1.33,1.33,0,9.33,0,2.67,4,0,0,0,0
"120_TUARAN2_11",0,0,0,4,0,0,0,0,0,1.33,2.67
"120_TUARAN2_12",1.33,0,0,8,0,0,0,0,0,0,1.33
"120_TUARAN2_13",0,0,0,1.33,0,1.33,0,0,0,0,9.33
"120_TUARAN2_14",0,0,0,2.67,0,1.33,0,0,0,0,0
"120_TUARAN2_15",1.33,0,0,9.33,0,1.33,1.33,0,0,0,9.33
"120_TUARAN2_16",4,0,0,1.33,1.33,0,1.33,0,0,0,0
"120_TUARAN2_17",4,0,0,30.67,0,4,1.33,0,0,0,2.67
"120_TUARAN2_18",0,0,0,4,0,5.33,1.33,0,0,0,5.33
"120_TUARAN2_19",2.66,0,0,2.67,0,5.33,1.33,0,0,0,6.67
"120_TUARAN2_20",1.33,0,0,0,0,0,0,0,0,0,9.33
"120_TUARAN2_21",1.33,0,0,1.33,0,1.33,0,0,0,0,9.33
"120_TUARAN2_22",1.33,0,0,5.33,0,4,0,0,0,2.67,1.33
"120_TUARAN2_23",2.67,0,0,14.67,0,2.67,0,0,0,0,0
"120_TUARAN2_24",0,0,0,8,0,0,4,0,0,0,9.33
"120_TUARAN2_25",4,0,0,4,0,1.33,4,0,0,0,1.33
"120_TUARAN2_26",0,0,0,12,0,0,0,0,0,0,1.33
"120_TUARAN2_27",2.67,0,0,0,0,0,2.67,0,0,0,4
"120_TUARAN2_28",0,0,0,10.67,0,0,2.67,0,0,0,6.67
"120_TUARAN2_29",2.67,0,0,0,2.67,1.33,4,0,0,0,0
"120_TUARAN2_30",6.66,0,0,2.67,0,4,0,0,0,0,0
"120_TUARAR1_1",5.33,0,0,0,1.33,10.67,0,0,0,0,1.33
"120_TUARAR1_2",0,0,0,0,0,20,0,0,0,0,0
"120_TUARAR1_3",6.67,1.33,0,0,0,10.67,5.33,0,0,0,0
"120_TUARAR1_4",0,0,0,0,0,28,0,0,0,0,4
"120_TUARAR1_5",0,0,0,0,0,44,0,0,0,0,0
"120_TUARAR1_6",0,0,0,0,0,17.33,0,0,0,0,0
"120_TUARAR1_7",12,0,0,1.33,0,12,0,0,0,0,0
"120_TUARAR1_8",9.33,0,0,0,0,8,0,0,0,0,0
"120_TUARAR1_9",5.34,0,0,2.67,0,25.33,2.67,0,0,0,1.33
"120_TUARAR1_10",2.67,0,0,0,0,17.33,0,0,0,0,0
"120_TUARAR1_11",10.67,0,0,1.33,0,1.33,0,0,0,0,0
"120_TUARAR1_12",1.33,0,0,0,0,8,0,2.67,0,0,0
"120_TUARAR1_13",1.33,0,0,0,0,13.33,0,0,0,0,1.33
"120_TUARAR1_14",2.67,0,0,0,0,18.67,0,0,0,0,0
"120_TUARAR1_15",2.67,0,0,0,0,37.33,0,0,0,0,0
"120_TUARAR1_16",1.33,0,0,0,0,18.67,0,0,0,0,0
"120_TUARAR1_17",1.33,0,0,1.33,1.33,28,0,0,0,0,0
"120_TUARAR1_18",0,0,0,0,0,37.33,0,0,0,0,2.67
"120_TUARAR1_19",4,0,0,0,0,44,0,0,0,0,0
"120_TUARAR1_20",0,0,0,0,0,33.33,1.33,0,0,0,0
"120_TUARAR1_21",4,0,0,0,0,10.67,1.33,0,0,0,5.33
"120_TUARAR1_22",1.33,0,0,0,0,36,0,0,0,0,1.33
"120_TUARAR1_23",0,0,0,0,0,16,0,0,0,0,0
"120_TUARAR1_24",1.33,0,0,0,0,30.67,1.33,0,0,0,0
"120_TUARAR1_25",0,0,0,0,0,13.33,0,0,0,0,1.33
"120_TUARAR1_26",4,0,0,0,2.67,20,0,0,0,0,0
"120_TUARAR1_27",1.33,0,0,0,0,30.67,0,0,0,0,0
"120_TUARAR1_28",2.66,0,0,1.33,0,32,0,0,0,0,0
"120_TUARAR1_29",5.33,0,0,0,1.33,21.33,0,0,0,0,2.67
"120_TUARAR1_30",0,0,0,0,0,14.67,1.33,0,0,0,0
"120_TUARAR2_1",0,0,0,0,0,5.33,0,0,0,0,14.67
"120_TUARAR2_2",0,0,0,0,0,20,0,0,0,0,10.67
"120_TUARAR2_3",0,0,0,0,0,20,0,0,0,0,13.33
"120_TUARAR2_4",0,0,0,0,0,2.67,0,0,0,1.33,20
"120_TUARAR2_5",0,0,0,0,0,4,0,0,0,0,18.67
"120_TUARAR2_6",0,0,0,0,0,1.33,0,0,0,0,13.33
"120_TUARAR2_7",0,0,0,0,0,4,0,0,0,0,17.33
"120_TUARAR2_8",0,0,0,0,0,14.66,0,0,0,0,2.67
"120_TUARAR2_9",0,0,0,0,0,8,0,0,0,0,4
"120_TUARAR2_10",0,0,0,0,0,13.33,0,0,0,0,12
"120_TUARAR2_11",1.33,0,0,0,0,5.33,0,0,0,0,12
"120_TUARAR2_12",0,0,0,0,0,10.67,0,0,0,0,13.33
"120_TUARAR2_13",1.33,0,0,0,0,10.67,0,0,0,0,6.67
"120_TUARAR2_14",0,0,0,0,0,13.33,0,0,0,0,8
"120_TUARAR2_15",0,0,0,0,0,5.33,0,0,0,0,4
"120_TUARAR2_16",1.33,0,0,0,0,5.33,0,0,0,0,6.67
"120_TUARAR2_17",2.67,0,0,0,0,5.33,0,0,0,0,9.33
"120_TUARAR2_18",1.33,0,0,0,0,14.67,0,0,0,0,2.67
"120_TUARAR2_19",0,0,0,0,0,13.33,0,0,0,0,8
"120_TUARAR2_20",0,0,0,0,0,12,0,0,0,0,4
"120_TUARAR2_21",0,0,0,0,0,8,0,0,0,0,9.33
"120_TUARAR2_22",0,0,0,0,0,13.33,0,0,0,0,5.33
"120_TUARAR2_23",0,0,0,0,0,8,0,0,0,0,18.67
"120_TUARAR2_24",0,0,0,0,0,21.33,0,0,0,0,8
"120_TUARAR2_25",0,0,0,0,0,5.34,0,0,0,0,13.33
"120_TUARAR2_26",1.33,0,0,0,0,2.67,0,0,0,0,12
"120_TUARAR2_27",0,0,0,0,0,5.33,0,0,0,0,17.33
"120_TUARAR2_28",0,0,0,0,0,21.34,0,0,0,0,6.67
"120_TUARAR2_29",0,0,0,0,0,8,0,0,0,0,13.33
"120_TUARAR2_30",0,0,0,0,0,5.33,0,0,0,0,16
"120_TUATIK1_1",0,0,0,0,0,4,0,0,0,0,0
"120_TUATIK1_2",0,0,0,0,0,1.33,0,0,0,0,2.67
"120_TUATIK1_3",0,0,0,0,0,2.67,0,0,0,0,0
"120_TUATIK1_4",0,0,0,0,0,2.67,0,0,0,1.33,1.33
"120_TUATIK1_5",0,0,0,0,0,0,0,0,0,0,1.33
"120_TUATIK1_6",0,0,0,0,0,0,0,0,0,0,1.33
"120_TUATIK1_7",1.33,0,0,0,0,0,0,0,0,0,9.33
"120_TUATIK1_8",0,0,0,0,0,1.33,0,0,0,0,2.67
"120_TUATIK1_9",0,0,0,0,0,1.33,0,0,0,0,0
"120_TUATIK1_10",0,0,0,0,0,1.33,0,0,0,0,0
"120_TUATIK1_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120_TUATIK1_12",0,0,0,0,2.67,2.67,0,0,0,0,2.67
"120_TUATIK1_13",0,0,0,0,0,0,0,0,0,0,5.33
"120_TUATIK1_14",0,0,0,0,0,0,0,0,0,1.33,6.67
"120_TUATIK1_15",0,2.67,0,0,0,1.33,0,0,0,4,4
"120_TUATIK1_16",0,0,0,0,0,0,0,0,0,0,2.67
"120_TUATIK1_17",0,0,0,0,0,1.33,0,0,0,0,0
"120_TUATIK1_18",0,0,0,0,0,2.67,0,0,0,0,14.67
"120_TUATIK1_19",0,0,0,0,0,1.33,0,0,0,0,20
"120_TUATIK1_20",0,0,0,0,1.33,4,0,0,0,0,8
"120_TUATIK1_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120_TUATIK1_22",0,0,0,0,0,6.67,0,0,0,0,2.67
"120_TUATIK1_23",0,0,0,0,0,2.67,0,0,0,0,2.67
"120_TUATIK1_24",0,0,0,0,0,5.33,0,0,0,0,0
"120_TUATIK1_25",0,0,0,0,0,1.33,0,0,0,1.33,1.33
"120_TUATIK1_26",0,0,0,0,0,2.67,0,0,0,0,0
"120_TUATIK1_27",0,0,0,0,0,1.33,0,0,0,0,4
"120_TUATIK1_28",0,0,0,0,1.33,4,0,0,0,1.33,1.33
"120_TUATIK1_29",0,0,0,0,0,1.33,0,0,0,0,5.33
"120_TUATIK1_30",0,0,0,0,0,0,0,0,0,0,2.67
"120_TUATIK2_1",0,0,0,0,2.67,32,0,0,0,0,0
"120_TUATIK2_2",0,0,0,0,0,22.66,0,0,0,0,4
"120_TUATIK2_3",0,2.67,0,0,0,22.67,0,0,0,0,2.67
"120_TUATIK2_4",0,0,0,0,1.33,6.67,0,0,0,0,2.67
"120_TUATIK2_5",0,0,0,0,0,20,0,0,0,0,0
"120_TUATIK2_6",0,1.33,0,0,1.33,12,0,0,0,0,0
"120_TUATIK2_7",0,0,0,0,1.33,2.67,0,0,0,0,1.33
"120_TUATIK2_8",0,1.33,0,0,0,24,0,0,0,0,0
"120_TUATIK2_9",0,20,0,0,1.33,25.33,0,0,0,0,0
"120_TUATIK2_10",0,6.67,0,2.67,0,18.67,0,0,0,0,1.33
"120_TUATIK2_11",0,20,0,1.33,0,26.67,0,0,0,0,1.33
"120_TUATIK2_12",0,0,0,0,0,24,0,0,0,0,0
"120_TUATIK2_13",0,29.33,0,1.33,1.33,20,0,0,0,0,4
"120_TUATIK2_14",0,24,0,4,0,22.67,0,0,0,0,2.67
"120_TUATIK2_15",0,9.33,0,6.67,0,24,0,0,0,0,0
"120_TUATIK2_16",2.67,0,0,0,0,34.67,0,0,0,0,0
"120_TUATIK2_17",0,0,0,8,0,20,0,0,0,0,4
"120_TUATIK2_18",0,5.33,0,0,0,6.67,0,0,0,0,1.33
"120_TUATIK2_19",1.33,8,0,24,0,12,0,0,0,0,1.33
"120_TUATIK2_20",0,0,0,24,0,20,0,0,0,0,0
"120_TUATIK2_21",0,0,0,9.33,0,8,0,0,0,0,1.33
"120_TUATIK2_22",0,1.33,0,24,0,12,0,0,0,0,1.33
"120_TUATIK2_23",0,2.67,0,0,1.33,29.33,0,0,0,0,0
"120_TUATIK2_24",0,0,0,42.67,2.67,6.67,0,0,0,0,0
"120_TUATIK2_25",1.33,0,0,0,2.67,20,0,0,0,0,0
"120_TUATIK2_26",0,4,0,0,1.33,24,1.33,0,0,0,0
"120_TUATIK2_27",0,0,0,0,4,36,0,0,0,0,0
"120_TUATIK2_28",0,2.67,0,2.67,4,40,0,0,0,0,0
"120_TUATIK2_29",1.33,0,0,0,1.33,29.33,0,0,0,0,0
"120_TUATIK2_30",1.33,0,0,4,0,20,0,0,0,0,0
