"","Island_Island_Site","Depth","Quadrat","Cover","Latitude","Longitude","Fixed.substrate","Sediment.substrate","Rubble","ID","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015"
"741","Makatea_1","120",28,4,-15.8259,-148.2797,65.33,2.67,0,"120_TUAMAK1_28",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"742","Makatea_1","120",29,1.33,-15.8259,-148.2797,36,22.67,0,"120_TUAMAK1_29",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"743","Makatea_1","120",3,2.66,-15.8259,-148.2797,62.67,10.67,9.33,"120_TUAMAK1_3",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"744","Makatea_1","120",30,12,-15.8259,-148.2797,56,13.33,0,"120_TUAMAK1_30",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"745","Makatea_1","120",4,4,-15.8259,-148.2797,8,80,0,"120_TUAMAK1_4",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"746","Makatea_1","120",5,7.99,-15.8259,-148.2797,57.33,22.67,0,"120_TUAMAK1_5",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"747","Makatea_1","120",6,2.67,-15.8259,-148.2797,29.33,53.33,0,"120_TUAMAK1_6",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"748","Makatea_1","120",7,1.33,-15.8259,-148.2797,28,26.67,0,"120_TUAMAK1_7",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"749","Makatea_1","120",8,2.67,-15.8259,-148.2797,48,20,0,"120_TUAMAK1_8",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"750","Makatea_1","120",9,4,-15.8259,-148.2797,58.67,2.67,0,"120_TUAMAK1_9",3.487952,1.5824905,26.3746,2.767,27.98182,27.95384,"Uplifted carbonate island","West","Wall","Substrate and turf","Sediment substrate","CCA",2,1,1.2,2,4.4
"751","Makatea_1","20",1,44,-15.8259,-148.2797,33.33,5.33,0,"20_TUAMAK1_1",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"752","Makatea_1","20",10,62.66,-15.8259,-148.2797,17.34,0,2.67,"20_TUAMAK1_10",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"753","Makatea_1","20",11,66.67,-15.8259,-148.2797,40,22.67,0,"20_TUAMAK1_11",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"754","Makatea_1","20",12,84.01,-15.8259,-148.2797,5.33,45.33,0,"20_TUAMAK1_12",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"755","Makatea_1","20",13,49.33,-15.8259,-148.2797,36,26.67,4,"20_TUAMAK1_13",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"756","Makatea_1","20",14,43.99,-15.8259,-148.2797,25.33,34.67,4,"20_TUAMAK1_14",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"757","Makatea_1","20",15,66.66,-15.8259,-148.2797,8,21.33,1.33,"20_TUAMAK1_15",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"758","Makatea_1","20",16,49.33,-15.8259,-148.2797,25.33,20,0,"20_TUAMAK1_16",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"759","Makatea_1","20",17,73.33,-15.8259,-148.2797,38.67,12,4,"20_TUAMAK1_17",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"760","Makatea_1","20",18,54.66,-15.8259,-148.2797,33.33,14.67,0,"20_TUAMAK1_18",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"761","Makatea_1","20",19,61.33,-15.8259,-148.2797,22.67,32,0,"20_TUAMAK1_19",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"762","Makatea_1","20",2,74.67,-15.8259,-148.2797,33.34,37.33,2.67,"20_TUAMAK1_2",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"763","Makatea_1","20",20,69.34,-15.8259,-148.2797,26.67,6.67,2.67,"20_TUAMAK1_20",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"764","Makatea_1","20",21,77.34,-15.8259,-148.2797,28,6.67,0,"20_TUAMAK1_21",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"765","Makatea_1","20",22,74.66,-15.8259,-148.2797,22.67,12,0,"20_TUAMAK1_22",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"766","Makatea_1","20",23,32,-15.8259,-148.2797,45.33,4,2.67,"20_TUAMAK1_23",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"767","Makatea_1","20",24,73.32,-15.8259,-148.2797,30.66,8,0,"20_TUAMAK1_24",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"768","Makatea_1","20",25,37.32,-15.8259,-148.2797,41.33,9.33,0,"20_TUAMAK1_25",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"769","Makatea_1","20",26,58.66,-15.8259,-148.2797,52,8,0,"20_TUAMAK1_26",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"770","Makatea_1","20",27,58.67,-15.8259,-148.2797,17.33,33.33,1.33,"20_TUAMAK1_27",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"771","Makatea_1","20",28,65.33,-15.8259,-148.2797,16,4,0,"20_TUAMAK1_28",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"772","Makatea_1","20",29,57.34,-15.8259,-148.2797,32,13.33,4,"20_TUAMAK1_29",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"773","Makatea_1","20",3,69.32,-15.8259,-148.2797,22.66,25.33,0,"20_TUAMAK1_3",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
"774","Makatea_1","20",30,55.99,-15.8259,-148.2797,9.33,40,0,"20_TUAMAK1_30",131.607229,58.3574482,28.67509,0.273,27.98182,27.98182,"Uplifted carbonate island","West","Wall","Porites rus and substrate","Fixed substrate","None",11,1,1.2,2,4.4
