"","Site","Archipelago","Island","Island_Site","Depth","Quadrat","Category","Cover"
"2","GAMMAN1","Gambier","Mangareva",1,6,1,"Scleractinian_branching",5.33
"3","GAMMAN1","Gambier","Mangareva",1,6,1,"Scleractinian_encrusting",2.67
"4","GAMMAN1","Gambier","Mangareva",1,6,2,"CCA",4
"6","GAMMAN1","Gambier","Mangareva",1,6,2,"Halimeda",1.33
"7","GAMMAN1","Gambier","Mangareva",1,6,2,"Scleractinian_branching",4
"8","GAMMAN1","Gambier","Mangareva",1,6,2,"Scleractinian_massive",4
"10","GAMMAN1","Gambier","Mangareva",1,6,3,"Scleractinian_branching",1.33
"12","GAMMAN1","Gambier","Mangareva",1,6,4,"Halimeda",4
"13","GAMMAN1","Gambier","Mangareva",1,6,4,"Scleractinian_branching",4
"14","GAMMAN1","Gambier","Mangareva",1,6,4,"Scleractinian_massive",6.66
"15","GAMMAN1","Gambier","Mangareva",1,6,5,"CCA",1.33
"17","GAMMAN1","Gambier","Mangareva",1,6,5,"Scleractinian_branching",2.67
"18","GAMMAN1","Gambier","Mangareva",1,6,5,"Scleractinian_encrusting",2.67
"19","GAMMAN1","Gambier","Mangareva",1,6,5,"Scleractinian_massive",1.33
"20","GAMMAN1","Gambier","Mangareva",1,6,6,"CCA",1.33
"22","GAMMAN1","Gambier","Mangareva",1,6,6,"Scleractinian_branching",6.66
"24","GAMMAN1","Gambier","Mangareva",1,6,7,"CCA",1.33
"26","GAMMAN1","Gambier","Mangareva",1,6,7,"Fleshy macroalgae",2.67
"27","GAMMAN1","Gambier","Mangareva",1,6,7,"Scleractinian_massive",4
"28","GAMMAN1","Gambier","Mangareva",1,6,8,"CCA",2.67
"30","GAMMAN1","Gambier","Mangareva",1,6,8,"Fleshy macroalgae",6.67
"31","GAMMAN1","Gambier","Mangareva",1,6,8,"Halimeda",1.33
"32","GAMMAN1","Gambier","Mangareva",1,6,8,"Scleractinian_branching",2.67
"33","GAMMAN1","Gambier","Mangareva",1,6,8,"Scleractinian_encrusting",1.33
"34","GAMMAN1","Gambier","Mangareva",1,6,8,"Scleractinian_massive",6.67
"35","GAMMAN1","Gambier","Mangareva",1,6,9,"CCA",4
"37","GAMMAN1","Gambier","Mangareva",1,6,9,"Fleshy macroalgae",4
"38","GAMMAN1","Gambier","Mangareva",1,6,9,"Halimeda",4
"39","GAMMAN1","Gambier","Mangareva",1,6,9,"Scleractinian_branching",8
"40","GAMMAN1","Gambier","Mangareva",1,6,9,"Scleractinian_encrusting",1.33
"41","GAMMAN1","Gambier","Mangareva",1,6,9,"Scleractinian_massive",1.33
"42","GAMMAN1","Gambier","Mangareva",1,6,10,"CCA",2.67
"44","GAMMAN1","Gambier","Mangareva",1,6,10,"Fleshy macroalgae",1.33
"45","GAMMAN1","Gambier","Mangareva",1,6,10,"Scleractinian_branching",2.67
"46","GAMMAN1","Gambier","Mangareva",1,6,10,"Scleractinian_encrusting",4
"47","GAMMAN1","Gambier","Mangareva",1,6,11,"CCA",4
"48","GAMMAN1","Gambier","Mangareva",1,6,11,"Cnidaria (non Scleractinian)",41.33
"50","GAMMAN1","Gambier","Mangareva",1,6,11,"Scleractinian_branching",2.67
"51","GAMMAN1","Gambier","Mangareva",1,6,11,"Scleractinian_massive",2.66
"52","GAMMAN1","Gambier","Mangareva",1,6,12,"CCA",4
"54","GAMMAN1","Gambier","Mangareva",1,6,12,"Fleshy macroalgae",4
"55","GAMMAN1","Gambier","Mangareva",1,6,12,"Halimeda",5.33
"56","GAMMAN1","Gambier","Mangareva",1,6,12,"Scleractinian_branching",2.66
"57","GAMMAN1","Gambier","Mangareva",1,6,12,"Scleractinian_massive",4
"59","GAMMAN1","Gambier","Mangareva",1,6,13,"Scleractinian_encrusting",20
"60","GAMMAN1","Gambier","Mangareva",1,6,13,"Scleractinian_massive",2.67
"62","GAMMAN1","Gambier","Mangareva",1,6,14,"Others",1.33
"63","GAMMAN1","Gambier","Mangareva",1,6,14,"Scleractinian_branching",5.33
"64","GAMMAN1","Gambier","Mangareva",1,6,14,"Scleractinian_encrusting",17.33
"65","GAMMAN1","Gambier","Mangareva",1,6,14,"Scleractinian_massive",1.33
"67","GAMMAN1","Gambier","Mangareva",1,6,15,"Fleshy macroalgae",1.33
"68","GAMMAN1","Gambier","Mangareva",1,6,15,"Scleractinian_encrusting",32
"69","GAMMAN1","Gambier","Mangareva",1,6,15,"Scleractinian_massive",2.67
"70","GAMMAN1","Gambier","Mangareva",1,6,16,"CCA",5.33
"72","GAMMAN1","Gambier","Mangareva",1,6,16,"Halimeda",1.33
"73","GAMMAN1","Gambier","Mangareva",1,6,16,"Scleractinian_branching",1.33
"74","GAMMAN1","Gambier","Mangareva",1,6,17,"CCA",2.67
"76","GAMMAN1","Gambier","Mangareva",1,6,17,"Fleshy macroalgae",2.67
"77","GAMMAN1","Gambier","Mangareva",1,6,17,"Scleractinian_branching",1.33
"78","GAMMAN1","Gambier","Mangareva",1,6,17,"Scleractinian_encrusting",2.67
"79","GAMMAN1","Gambier","Mangareva",1,6,17,"Scleractinian_massive",4
"80","GAMMAN1","Gambier","Mangareva",1,6,18,"CCA",6.67
"82","GAMMAN1","Gambier","Mangareva",1,6,18,"Fleshy macroalgae",10.67
"83","GAMMAN1","Gambier","Mangareva",1,6,18,"Scleractinian_branching",6.67
"84","GAMMAN1","Gambier","Mangareva",1,6,18,"Scleractinian_massive",5.33
"86","GAMMAN1","Gambier","Mangareva",1,6,19,"Fleshy macroalgae",5.33
"87","GAMMAN1","Gambier","Mangareva",1,6,19,"Scleractinian_branching",12
"88","GAMMAN1","Gambier","Mangareva",1,6,19,"Scleractinian_massive",4
"89","GAMMAN1","Gambier","Mangareva",1,6,20,"CCA",1.33
"91","GAMMAN1","Gambier","Mangareva",1,6,20,"Scleractinian_encrusting",2.67
"92","GAMMAN1","Gambier","Mangareva",1,6,21,"CCA",1.33
"94","GAMMAN1","Gambier","Mangareva",1,6,21,"Fleshy macroalgae",1.33
"95","GAMMAN1","Gambier","Mangareva",1,6,21,"Scleractinian_branching",2.67
"96","GAMMAN1","Gambier","Mangareva",1,6,22,"CCA",1.33
"98","GAMMAN1","Gambier","Mangareva",1,6,22,"Scleractinian_branching",12
"99","GAMMAN1","Gambier","Mangareva",1,6,22,"Scleractinian_encrusting",1.33
"101","GAMMAN1","Gambier","Mangareva",1,6,23,"CCA",8
"103","GAMMAN1","Gambier","Mangareva",1,6,23,"Halimeda",4
"104","GAMMAN1","Gambier","Mangareva",1,6,23,"Scleractinian_branching",10.67
"105","GAMMAN1","Gambier","Mangareva",1,6,23,"Scleractinian_massive",1.33
"107","GAMMAN1","Gambier","Mangareva",1,6,24,"Fleshy macroalgae",2.67
"108","GAMMAN1","Gambier","Mangareva",1,6,24,"Scleractinian_massive",4
"109","GAMMAN1","Gambier","Mangareva",1,6,25,"CCA",2.67
"111","GAMMAN1","Gambier","Mangareva",1,6,25,"Scleractinian_branching",16
"112","GAMMAN1","Gambier","Mangareva",1,6,25,"Scleractinian_massive",2.67
"114","GAMMAN1","Gambier","Mangareva",1,6,26,"Fleshy macroalgae",8
"116","GAMMAN1","Gambier","Mangareva",1,6,26,"Scleractinian_branching",4
"117","GAMMAN1","Gambier","Mangareva",1,6,26,"Scleractinian_encrusting",2.67
"118","GAMMAN1","Gambier","Mangareva",1,6,26,"Scleractinian_massive",5.34
"119","GAMMAN1","Gambier","Mangareva",1,6,27,"CCA",6.67
"121","GAMMAN1","Gambier","Mangareva",1,6,27,"Halimeda",1.33
"122","GAMMAN1","Gambier","Mangareva",1,6,27,"Scleractinian_encrusting",6.66
"123","GAMMAN1","Gambier","Mangareva",1,6,27,"Scleractinian_massive",30.67
"124","GAMMAN1","Gambier","Mangareva",1,6,28,"CCA",1.33
"126","GAMMAN1","Gambier","Mangareva",1,6,28,"Scleractinian_branching",1.33
"127","GAMMAN1","Gambier","Mangareva",1,6,28,"Scleractinian_massive",6.67
"128","GAMMAN1","Gambier","Mangareva",1,6,29,"CCA",4
"130","GAMMAN1","Gambier","Mangareva",1,6,29,"Halimeda",2.67
"131","GAMMAN1","Gambier","Mangareva",1,6,29,"Scleractinian_branching",13.33
"132","GAMMAN1","Gambier","Mangareva",1,6,29,"Scleractinian_massive",1.33
"133","GAMMAN1","Gambier","Mangareva",1,6,30,"CCA",4
"135","GAMMAN1","Gambier","Mangareva",1,6,30,"Scleractinian_branching",1.33
"136","GAMMAN1","Gambier","Mangareva",1,20,1,"CCA",1.33
"138","GAMMAN1","Gambier","Mangareva",1,20,1,"Scleractinian_branching",5.33
"139","GAMMAN1","Gambier","Mangareva",1,20,1,"Scleractinian_massive",6.67
"140","GAMMAN1","Gambier","Mangareva",1,20,1,"Scleractinian_solitary",2.67
"142","GAMMAN1","Gambier","Mangareva",1,20,2,"CCA",1.33
"144","GAMMAN1","Gambier","Mangareva",1,20,2,"Scleractinian_branching",1.33
"145","GAMMAN1","Gambier","Mangareva",1,20,2,"Scleractinian_encrusting",2.67
"146","GAMMAN1","Gambier","Mangareva",1,20,2,"Scleractinian_massive",28
"147","GAMMAN1","Gambier","Mangareva",1,20,3,"CCA",1.33
"149","GAMMAN1","Gambier","Mangareva",1,20,3,"Scleractinian_branching",1.33
"150","GAMMAN1","Gambier","Mangareva",1,20,3,"Scleractinian_massive",9.33
"151","GAMMAN1","Gambier","Mangareva",1,20,4,"CCA",1.33
"154","GAMMAN1","Gambier","Mangareva",1,20,4,"Scleractinian_branching",9.33
"155","GAMMAN1","Gambier","Mangareva",1,20,4,"Scleractinian_encrusting",2.66
"157","GAMMAN1","Gambier","Mangareva",1,20,5,"Scleractinian_branching",1.33
"158","GAMMAN1","Gambier","Mangareva",1,20,5,"Scleractinian_encrusting",1.33
"159","GAMMAN1","Gambier","Mangareva",1,20,5,"Scleractinian_massive",16
"160","GAMMAN1","Gambier","Mangareva",1,20,5,"Scleractinian_solitary",1.33
"161","GAMMAN1","Gambier","Mangareva",1,20,6,"CCA",4
"163","GAMMAN1","Gambier","Mangareva",1,20,6,"Scleractinian_branching",1.33
"164","GAMMAN1","Gambier","Mangareva",1,20,6,"Scleractinian_encrusting",2.66
"165","GAMMAN1","Gambier","Mangareva",1,20,6,"Scleractinian_massive",5.33
"167","GAMMAN1","Gambier","Mangareva",1,20,7,"Others",1.33
"168","GAMMAN1","Gambier","Mangareva",1,20,7,"Scleractinian_branching",14.67
"169","GAMMAN1","Gambier","Mangareva",1,20,7,"Scleractinian_encrusting",1.33
"170","GAMMAN1","Gambier","Mangareva",1,20,7,"Scleractinian_massive",18.67
"171","GAMMAN1","Gambier","Mangareva",1,20,8,"CCA",1.33
"174","GAMMAN1","Gambier","Mangareva",1,20,8,"Scleractinian_encrusting",5.34
"175","GAMMAN1","Gambier","Mangareva",1,20,8,"Scleractinian_massive",6.66
"177","GAMMAN1","Gambier","Mangareva",1,20,9,"Scleractinian_encrusting",1.33
"178","GAMMAN1","Gambier","Mangareva",1,20,9,"Scleractinian_massive",34.65
"180","GAMMAN1","Gambier","Mangareva",1,20,10,"Scleractinian_branching",10.67
"181","GAMMAN1","Gambier","Mangareva",1,20,10,"Scleractinian_encrusting",2.67
"182","GAMMAN1","Gambier","Mangareva",1,20,10,"Scleractinian_massive",20
"183","GAMMAN1","Gambier","Mangareva",1,20,11,"CCA",1.33
"185","GAMMAN1","Gambier","Mangareva",1,20,11,"Scleractinian_branching",10.67
"186","GAMMAN1","Gambier","Mangareva",1,20,11,"Scleractinian_massive",2.67
"189","GAMMAN1","Gambier","Mangareva",1,20,12,"Scleractinian_massive",4
"191","GAMMAN1","Gambier","Mangareva",1,20,13,"Scleractinian_branching",4
"192","GAMMAN1","Gambier","Mangareva",1,20,13,"Scleractinian_massive",13.33
"194","GAMMAN1","Gambier","Mangareva",1,20,14,"Scleractinian_encrusting",1.33
"195","GAMMAN1","Gambier","Mangareva",1,20,14,"Scleractinian_massive",12
"197","GAMMAN1","Gambier","Mangareva",1,20,15,"CCA",1.33
"200","GAMMAN1","Gambier","Mangareva",1,20,15,"Scleractinian_encrusting",2.66
"201","GAMMAN1","Gambier","Mangareva",1,20,15,"Scleractinian_massive",4
"203","GAMMAN1","Gambier","Mangareva",1,20,16,"CCA",2.67
"206","GAMMAN1","Gambier","Mangareva",1,20,16,"Scleractinian_branching",1.33
"207","GAMMAN1","Gambier","Mangareva",1,20,16,"Scleractinian_encrusting",1.33
"208","GAMMAN1","Gambier","Mangareva",1,20,16,"Scleractinian_massive",6.66
"210","GAMMAN1","Gambier","Mangareva",1,20,17,"Scleractinian_branching",26.67
"211","GAMMAN1","Gambier","Mangareva",1,20,17,"Scleractinian_encrusting",2.66
"212","GAMMAN1","Gambier","Mangareva",1,20,17,"Scleractinian_massive",19.99
"213","GAMMAN1","Gambier","Mangareva",1,20,18,"CCA",1.33
"216","GAMMAN1","Gambier","Mangareva",1,20,18,"Scleractinian_branching",2.67
"217","GAMMAN1","Gambier","Mangareva",1,20,18,"Scleractinian_encrusting",1.33
"218","GAMMAN1","Gambier","Mangareva",1,20,18,"Scleractinian_laminar",2.67
"219","GAMMAN1","Gambier","Mangareva",1,20,18,"Scleractinian_massive",10.67
"220","GAMMAN1","Gambier","Mangareva",1,20,19,"CCA",2.67
"222","GAMMAN1","Gambier","Mangareva",1,20,19,"Scleractinian_branching",8
"223","GAMMAN1","Gambier","Mangareva",1,20,19,"Scleractinian_massive",17.33
"224","GAMMAN1","Gambier","Mangareva",1,20,20,"CCA",1.33
"226","GAMMAN1","Gambier","Mangareva",1,20,20,"Scleractinian_branching",2.67
"227","GAMMAN1","Gambier","Mangareva",1,20,20,"Scleractinian_encrusting",1.33
"228","GAMMAN1","Gambier","Mangareva",1,20,20,"Scleractinian_massive",40
"231","GAMMAN1","Gambier","Mangareva",1,20,21,"Scleractinian_branching",1.33
"232","GAMMAN1","Gambier","Mangareva",1,20,21,"Scleractinian_massive",22.66
"233","GAMMAN1","Gambier","Mangareva",1,20,21,"Scleractinian_solitary",1.33
"235","GAMMAN1","Gambier","Mangareva",1,20,22,"Scleractinian_branching",8
"236","GAMMAN1","Gambier","Mangareva",1,20,22,"Scleractinian_massive",69.33
"238","GAMMAN1","Gambier","Mangareva",1,20,23,"Scleractinian_encrusting",1.33
"239","GAMMAN1","Gambier","Mangareva",1,20,23,"Scleractinian_massive",14.66
"240","GAMMAN1","Gambier","Mangareva",1,20,24,"CCA",4
"242","GAMMAN1","Gambier","Mangareva",1,20,24,"Scleractinian_branching",4
"243","GAMMAN1","Gambier","Mangareva",1,20,24,"Scleractinian_encrusting",4
"244","GAMMAN1","Gambier","Mangareva",1,20,24,"Scleractinian_massive",6.67
"245","GAMMAN1","Gambier","Mangareva",1,20,24,"Scleractinian_solitary",1.33
"246","GAMMAN1","Gambier","Mangareva",1,20,24,"Sponges",1.33
"248","GAMMAN1","Gambier","Mangareva",1,20,25,"Scleractinian_massive",62.67
"251","GAMMAN1","Gambier","Mangareva",1,20,26,"Scleractinian_branching",2.66
"252","GAMMAN1","Gambier","Mangareva",1,20,26,"Scleractinian_encrusting",1.33
"253","GAMMAN1","Gambier","Mangareva",1,20,26,"Scleractinian_massive",6.67
"257","GAMMAN1","Gambier","Mangareva",1,20,27,"Scleractinian_branching",12
"258","GAMMAN1","Gambier","Mangareva",1,20,27,"Scleractinian_encrusting",1.33
"259","GAMMAN1","Gambier","Mangareva",1,20,27,"Scleractinian_massive",1.33
"262","GAMMAN1","Gambier","Mangareva",1,20,28,"Scleractinian_branching",1.33
"263","GAMMAN1","Gambier","Mangareva",1,20,28,"Scleractinian_encrusting",4
"264","GAMMAN1","Gambier","Mangareva",1,20,28,"Scleractinian_massive",18.66
"266","GAMMAN1","Gambier","Mangareva",1,20,29,"Scleractinian_branching",2.67
"269","GAMMAN1","Gambier","Mangareva",1,20,30,"Scleractinian_branching",1.33
"270","GAMMAN1","Gambier","Mangareva",1,20,30,"Scleractinian_massive",17.33
"271","GAMMAN1","Gambier","Mangareva",1,40,1,"CCA",1.33
"273","GAMMAN1","Gambier","Mangareva",1,40,1,"Scleractinian_branching",5.33
"274","GAMMAN1","Gambier","Mangareva",1,40,1,"Scleractinian_massive",88
"277","GAMMAN1","Gambier","Mangareva",1,40,2,"Scleractinian_branching",2.67
"278","GAMMAN1","Gambier","Mangareva",1,40,3,"CCA",6.67
"279","GAMMAN1","Gambier","Mangareva",1,40,3,"Crustose algae",2.67
"282","GAMMAN1","Gambier","Mangareva",1,40,3,"Scleractinian_encrusting",2.67
"283","GAMMAN1","Gambier","Mangareva",1,40,3,"Sponges",1.33
"284","GAMMAN1","Gambier","Mangareva",1,40,4,"CCA",5.33
"287","GAMMAN1","Gambier","Mangareva",1,40,4,"Scleractinian_branching",10.67
"288","GAMMAN1","Gambier","Mangareva",1,40,4,"Scleractinian_encrusting",1.33
"289","GAMMAN1","Gambier","Mangareva",1,40,4,"Scleractinian_solitary",2.66
"290","GAMMAN1","Gambier","Mangareva",1,40,5,"CCA",4
"292","GAMMAN1","Gambier","Mangareva",1,40,5,"Scleractinian_branching",12
"295","GAMMAN1","Gambier","Mangareva",1,40,6,"Scleractinian_branching",14.67
"296","GAMMAN1","Gambier","Mangareva",1,40,7,"CCA",6.66
"299","GAMMAN1","Gambier","Mangareva",1,40,8,"CCA",5.33
"302","GAMMAN1","Gambier","Mangareva",1,40,8,"Scleractinian_branching",4
"303","GAMMAN1","Gambier","Mangareva",1,40,9,"CCA",5.33
"306","GAMMAN1","Gambier","Mangareva",1,40,9,"Scleractinian_massive",1.33
"307","GAMMAN1","Gambier","Mangareva",1,40,10,"CCA",5.33
"310","GAMMAN1","Gambier","Mangareva",1,40,10,"Scleractinian_branching",1.33
"311","GAMMAN1","Gambier","Mangareva",1,40,10,"Scleractinian_encrusting",1.33
"312","GAMMAN1","Gambier","Mangareva",1,40,10,"Scleractinian_massive",37.34
"313","GAMMAN1","Gambier","Mangareva",1,40,10,"Scleractinian_solitary",1.33
"314","GAMMAN1","Gambier","Mangareva",1,40,11,"CCA",2.67
"316","GAMMAN1","Gambier","Mangareva",1,40,11,"Scleractinian_branching",13.33
"317","GAMMAN1","Gambier","Mangareva",1,40,11,"Scleractinian_massive",2.67
"318","GAMMAN1","Gambier","Mangareva",1,40,11,"Scleractinian_solitary",1.33
"320","GAMMAN1","Gambier","Mangareva",1,40,12,"Scleractinian_encrusting",1.33
"321","GAMMAN1","Gambier","Mangareva",1,40,12,"Scleractinian_massive",50.66
"322","GAMMAN1","Gambier","Mangareva",1,40,13,"CCA",2.67
"324","GAMMAN1","Gambier","Mangareva",1,40,13,"Scleractinian_branching",8
"325","GAMMAN1","Gambier","Mangareva",1,40,13,"Scleractinian_encrusting",1.33
"326","GAMMAN1","Gambier","Mangareva",1,40,13,"Scleractinian_massive",20
"327","GAMMAN1","Gambier","Mangareva",1,40,13,"Scleractinian_solitary",1.33
"328","GAMMAN1","Gambier","Mangareva",1,40,14,"CCA",2.67
"331","GAMMAN1","Gambier","Mangareva",1,40,14,"Scleractinian_massive",22.67
"332","GAMMAN1","Gambier","Mangareva",1,40,14,"Scleractinian_solitary",1.33
"333","GAMMAN1","Gambier","Mangareva",1,40,15,"CCA",6.67
"336","GAMMAN1","Gambier","Mangareva",1,40,15,"Scleractinian_solitary",2.67
"337","GAMMAN1","Gambier","Mangareva",1,40,16,"CCA",9.33
"340","GAMMAN1","Gambier","Mangareva",1,40,16,"Scleractinian_branching",16
"341","GAMMAN1","Gambier","Mangareva",1,40,16,"Scleractinian_solitary",1.33
"342","GAMMAN1","Gambier","Mangareva",1,40,16,"Sponges",1.33
"343","GAMMAN1","Gambier","Mangareva",1,40,17,"CCA",4
"346","GAMMAN1","Gambier","Mangareva",1,40,17,"Scleractinian_branching",2.67
"347","GAMMAN1","Gambier","Mangareva",1,40,18,"CCA",13.33
"350","GAMMAN1","Gambier","Mangareva",1,40,19,"CCA",6.67
"353","GAMMAN1","Gambier","Mangareva",1,40,19,"Scleractinian_branching",4
"354","GAMMAN1","Gambier","Mangareva",1,40,19,"Scleractinian_encrusting",1.33
"355","GAMMAN1","Gambier","Mangareva",1,40,19,"Scleractinian_massive",1.33
"356","GAMMAN1","Gambier","Mangareva",1,40,20,"CCA",1.33
"359","GAMMAN1","Gambier","Mangareva",1,40,20,"Scleractinian_branching",1.33
"360","GAMMAN1","Gambier","Mangareva",1,40,21,"CCA",1.33
"362","GAMMAN1","Gambier","Mangareva",1,40,21,"Others",1.33
"363","GAMMAN1","Gambier","Mangareva",1,40,21,"Scleractinian_branching",64
"364","GAMMAN1","Gambier","Mangareva",1,40,21,"Scleractinian_encrusting",2.66
"365","GAMMAN1","Gambier","Mangareva",1,40,21,"Scleractinian_massive",4
"368","GAMMAN1","Gambier","Mangareva",1,40,22,"Scleractinian_branching",12
"369","GAMMAN1","Gambier","Mangareva",1,40,22,"Scleractinian_massive",9.33
"372","GAMMAN1","Gambier","Mangareva",1,40,23,"Scleractinian_branching",28
"373","GAMMAN1","Gambier","Mangareva",1,40,23,"Scleractinian_encrusting",1.33
"374","GAMMAN1","Gambier","Mangareva",1,40,23,"Scleractinian_massive",6.67
"375","GAMMAN1","Gambier","Mangareva",1,40,24,"CCA",1.33
"378","GAMMAN1","Gambier","Mangareva",1,40,24,"Scleractinian_branching",17.34
"379","GAMMAN1","Gambier","Mangareva",1,40,24,"Scleractinian_massive",5.34
"382","GAMMAN1","Gambier","Mangareva",1,40,25,"Scleractinian_branching",20
"383","GAMMAN1","Gambier","Mangareva",1,40,25,"Scleractinian_encrusting",1.33
"384","GAMMAN1","Gambier","Mangareva",1,40,25,"Scleractinian_solitary",1.33
"385","GAMMAN1","Gambier","Mangareva",1,40,26,"CCA",14.66
"388","GAMMAN1","Gambier","Mangareva",1,40,26,"Scleractinian_branching",1.33
"389","GAMMAN1","Gambier","Mangareva",1,40,26,"Scleractinian_encrusting",4
"390","GAMMAN1","Gambier","Mangareva",1,40,26,"Scleractinian_massive",4
"391","GAMMAN1","Gambier","Mangareva",1,40,26,"Scleractinian_solitary",2.66
"392","GAMMAN1","Gambier","Mangareva",1,40,27,"CCA",1.33
"395","GAMMAN1","Gambier","Mangareva",1,40,27,"Scleractinian_branching",6.67
"396","GAMMAN1","Gambier","Mangareva",1,40,27,"Scleractinian_encrusting",1.33
"397","GAMMAN1","Gambier","Mangareva",1,40,27,"Scleractinian_massive",26.66
"398","GAMMAN1","Gambier","Mangareva",1,40,27,"Scleractinian_solitary",2.67
"399","GAMMAN1","Gambier","Mangareva",1,40,28,"CCA",5.33
"401","GAMMAN1","Gambier","Mangareva",1,40,28,"Scleractinian_branching",13.34
"402","GAMMAN1","Gambier","Mangareva",1,40,28,"Scleractinian_encrusting",5.33
"403","GAMMAN1","Gambier","Mangareva",1,40,28,"Scleractinian_massive",21.34
"404","GAMMAN1","Gambier","Mangareva",1,40,28,"Scleractinian_solitary",3.99
"405","GAMMAN1","Gambier","Mangareva",1,40,29,"CCA",1.33
"408","GAMMAN1","Gambier","Mangareva",1,40,29,"Scleractinian_branching",8
"409","GAMMAN1","Gambier","Mangareva",1,40,29,"Scleractinian_massive",1.33
"410","GAMMAN1","Gambier","Mangareva",1,40,30,"CCA",4
"414","GAMMAN1","Gambier","Mangareva",1,60,1,"Scleractinian_branching",17.33
"415","GAMMAN1","Gambier","Mangareva",1,60,1,"Scleractinian_massive",14.67
"417","GAMMAN1","Gambier","Mangareva",1,60,2,"CCA",4
"419","GAMMAN1","Gambier","Mangareva",1,60,2,"Scleractinian_branching",14.67
"420","GAMMAN1","Gambier","Mangareva",1,60,2,"Scleractinian_encrusting",1.33
"421","GAMMAN1","Gambier","Mangareva",1,60,2,"Scleractinian_massive",5.33
"424","GAMMAN1","Gambier","Mangareva",1,60,3,"Scleractinian_branching",25.33
"425","GAMMAN1","Gambier","Mangareva",1,60,3,"Scleractinian_massive",12
"428","GAMMAN1","Gambier","Mangareva",1,60,4,"Fleshy macroalgae",1.33
"429","GAMMAN1","Gambier","Mangareva",1,60,4,"Scleractinian_branching",10.67
"430","GAMMAN1","Gambier","Mangareva",1,60,4,"Scleractinian_encrusting",1.33
"431","GAMMAN1","Gambier","Mangareva",1,60,4,"Scleractinian_massive",6.67
"433","GAMMAN1","Gambier","Mangareva",1,60,5,"CCA",1.33
"435","GAMMAN1","Gambier","Mangareva",1,60,5,"Scleractinian_branching",18.67
"436","GAMMAN1","Gambier","Mangareva",1,60,5,"Scleractinian_massive",23.99
"438","GAMMAN1","Gambier","Mangareva",1,60,6,"CCA",5.33
"440","GAMMAN1","Gambier","Mangareva",1,60,6,"Scleractinian_branching",49.33
"441","GAMMAN1","Gambier","Mangareva",1,60,6,"Scleractinian_encrusting",1.33
"442","GAMMAN1","Gambier","Mangareva",1,60,6,"Scleractinian_massive",33.33
"443","GAMMAN1","Gambier","Mangareva",1,60,7,"CCA",2.67
"445","GAMMAN1","Gambier","Mangareva",1,60,7,"Scleractinian_branching",8
"446","GAMMAN1","Gambier","Mangareva",1,60,7,"Scleractinian_massive",45.33
"449","GAMMAN1","Gambier","Mangareva",1,60,8,"Scleractinian_branching",12
"450","GAMMAN1","Gambier","Mangareva",1,60,8,"Scleractinian_encrusting",1.33
"451","GAMMAN1","Gambier","Mangareva",1,60,8,"Scleractinian_massive",24
"453","GAMMAN1","Gambier","Mangareva",1,60,9,"CCA",5.33
"455","GAMMAN1","Gambier","Mangareva",1,60,9,"Fleshy macroalgae",1.33
"457","GAMMAN1","Gambier","Mangareva",1,60,9,"Scleractinian_encrusting",1.33
"458","GAMMAN1","Gambier","Mangareva",1,60,9,"Scleractinian_massive",12
"460","GAMMAN1","Gambier","Mangareva",1,60,9,"Sponges",1.33
"461","GAMMAN1","Gambier","Mangareva",1,60,10,"CCA",1.33
"462","GAMMAN1","Gambier","Mangareva",1,60,10,"Crustose algae",1.33
"464","GAMMAN1","Gambier","Mangareva",1,60,10,"Scleractinian_encrusting",10.67
"465","GAMMAN1","Gambier","Mangareva",1,60,10,"Scleractinian_massive",31.99
"468","GAMMAN1","Gambier","Mangareva",1,60,11,"Scleractinian_branching",20
"469","GAMMAN1","Gambier","Mangareva",1,60,11,"Scleractinian_encrusting",4
"470","GAMMAN1","Gambier","Mangareva",1,60,11,"Scleractinian_massive",16
"471","GAMMAN1","Gambier","Mangareva",1,60,11,"Scleractinian_solitary",1.33
"473","GAMMAN1","Gambier","Mangareva",1,60,12,"CCA",1.33
"475","GAMMAN1","Gambier","Mangareva",1,60,12,"Scleractinian_branching",9.33
"476","GAMMAN1","Gambier","Mangareva",1,60,12,"Scleractinian_massive",46.67
"480","GAMMAN1","Gambier","Mangareva",1,60,13,"Scleractinian_branching",28
"481","GAMMAN1","Gambier","Mangareva",1,60,13,"Scleractinian_massive",40
"483","GAMMAN1","Gambier","Mangareva",1,60,14,"CCA",4
"486","GAMMAN1","Gambier","Mangareva",1,60,14,"Scleractinian_massive",24
"488","GAMMAN1","Gambier","Mangareva",1,60,15,"CCA",1.33
"491","GAMMAN1","Gambier","Mangareva",1,60,15,"Scleractinian_branching",6.67
"492","GAMMAN1","Gambier","Mangareva",1,60,15,"Scleractinian_massive",28
"496","GAMMAN1","Gambier","Mangareva",1,60,16,"Scleractinian_branching",1.33
"497","GAMMAN1","Gambier","Mangareva",1,60,16,"Scleractinian_massive",20
"500","GAMMAN1","Gambier","Mangareva",1,60,17,"Fleshy macroalgae",1.33
"502","GAMMAN1","Gambier","Mangareva",1,60,17,"Scleractinian_branching",2.67
"503","GAMMAN1","Gambier","Mangareva",1,60,17,"Scleractinian_massive",10.66
"505","GAMMAN1","Gambier","Mangareva",1,60,18,"CCA",4
"507","GAMMAN1","Gambier","Mangareva",1,60,18,"Scleractinian_encrusting",4
