"","Depth","Latitude","Longitude","Fixed substrate","Sediment substrate","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015"
"20_TUARAN1_7","20","-14.9803","-147.6132","54.67","25.33","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_8","20","-14.9803","-147.6132","70.67","0","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_9","20","-14.9803","-147.6132","62.67","5.33","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_10","20","-14.9803","-147.6132","46.67","0","4","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_11","20","-14.9803","-147.6132","24","0","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_12","20","-14.9803","-147.6132","26.67","28","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_13","20","-14.9803","-147.6132","17.33","0","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_14","20","-14.9803","-147.6132","29.33","0","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_15","20","-14.9803","-147.6132","30.67","0","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_16","20","-14.9803","-147.6132","14.67","40","28","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_17","20","-14.9803","-147.6132","36","2.67","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_18","20","-14.9803","-147.6132","60","0","2.67","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_19","20","-14.9803","-147.6132","42.67","0","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_20","20","-14.9803","-147.6132","44","26.67","9.33","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_21","20","-14.9803","-147.6132","30.67","38.67","18.67","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_22","20","-14.9803","-147.6132","44","20","13.33","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_23","20","-14.9803","-147.6132","49.33","42.67","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_24","20","-14.9803","-147.6132","54.67","16","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_25","20","-14.9803","-147.6132","72","5.33","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_26","20","-14.9803","-147.6132","78.67","4","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_27","20","-14.9803","-147.6132","69.33","18.67","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_28","20","-14.9803","-147.6132","44","14.67","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_29","20","-14.9803","-147.6132","34.67","38.67","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"20_TUARAN1_30","20","-14.9803","-147.6132","16","50.67","0","260.506024","57.5402746","28.37203","1.436","28.13178","28.01925","Atoll","North-east","Moderate","Substrate and rubble","Fixed substrate","Macroalgae","19","3","5.4","1"," 5.4"
"40_TUARAN1_1","40","-14.9803","-147.6132","10.67","18.67","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_2","40","-14.9803","-147.6132","34.66","40","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_3","40","-14.9803","-147.6132","10.66","22.67","2.67","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_4","40","-14.9803","-147.6132","22.66","45.33","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_5","40","-14.9803","-147.6132","13.33","22.67","14.67","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_6","40","-14.9803","-147.6132","12","57.34","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_7","40","-14.9803","-147.6132","9.33","32","1.33","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_8","40","-14.9803","-147.6132","13.33","56","2.67","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_9","40","-14.9803","-147.6132","18.67","38.67","2.67","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_10","40","-14.9803","-147.6132","16","34.67","8","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_11","40","-14.9803","-147.6132","22.67","4","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_12","40","-14.9803","-147.6132","20","32","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_13","40","-14.9803","-147.6132","37.33","0","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_14","40","-14.9803","-147.6132","17.33","18.67","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_15","40","-14.9803","-147.6132","17.33","24","1.33","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_16","40","-14.9803","-147.6132","21.34","29.33","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_17","40","-14.9803","-147.6132","26.66","45.33","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_18","40","-14.9803","-147.6132","12","40","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_19","40","-14.9803","-147.6132","12","5.33","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_20","40","-14.9803","-147.6132","8","34.67","18.67","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_21","40","-14.9803","-147.6132","16","22.67","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_22","40","-14.9803","-147.6132","17.33","26.67","5.33","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_23","40","-14.9803","-147.6132","20","16","2.67","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_24","40","-14.9803","-147.6132","10.67","69.33","2.67","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_25","40","-14.9803","-147.6132","14.67","69.34","1.33","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_26","40","-14.9803","-147.6132","22.67","2.67","8","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_27","40","-14.9803","-147.6132","14.67","1.33","17.33","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_28","40","-14.9803","-147.6132","16","38.67","0","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_29","40","-14.9803","-147.6132","10.67","1.33","17.33","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"40_TUARAN1_30","40","-14.9803","-147.6132","4","17.33","2.67","107.439759","23.0568823","27.87688","1.63","28.13178","27.93486","Atoll","North-east","Moderate","Pachyseris ","Fixed substrate","Sponges","24","3","5.4","1"," 5.4"
"60_TUARAN1_1","60","-14.9803","-147.6132","26.67","0","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_2","60","-14.9803","-147.6132","18.67","0","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_3","60","-14.9803","-147.6132","8","0","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_4","60","-14.9803","-147.6132","24","0","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_5","60","-14.9803","-147.6132","21.33","0","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_6","60","-14.9803","-147.6132","13.33","13.33","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_7","60","-14.9803","-147.6132","5.34","14.67","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_8","60","-14.9803","-147.6132","5.33","78.67","1.33","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_9","60","-14.9803","-147.6132","12","56","4","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_10","60","-14.9803","-147.6132","13.34","76","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_11","60","-14.9803","-147.6132","42.67","0","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_12","60","-14.9803","-147.6132","20","6.67","54.67","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_13","60","-14.9803","-147.6132","10.67","40","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_14","60","-14.9803","-147.6132","4","21.33","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_15","60","-14.9803","-147.6132","12","53.33","2.67","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_16","60","-14.9803","-147.6132","2.67","20","14.67","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_17","60","-14.9803","-147.6132","17.33","34.67","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_18","60","-14.9803","-147.6132","2.67","56","40","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_19","60","-14.9803","-147.6132","22.67","34.67","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_20","60","-14.9803","-147.6132","8","56","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
"60_TUARAN1_21","60","-14.9803","-147.6132","70.67","0","0","46.953012","9.9666321","27.44721","1.429","28.13178","27.90673","Atoll","North-east","Moderate","Sediment and Pachyseris","Sediment substrate","Sponges","19","3","5.4","1"," 5.4"
