"","Island_Island_Site","Depth","Quadrat","Cover","Latitude","Longitude","Fixed.substrate","Sediment.substrate","CCA","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015","ID","Depth_num","TotPoints","Inc_points","Non_Inc_points","Per_Cover"
"442","Gambier_1",40,29,9.33,-23.0731,-135.0162,57.33,0,1.33,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_29",40,75,7,68,0.0933
"443","Gambier_1",40,3,2.67,-23.0731,-135.0162,62.66,0,0,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_3",40,75,2,73,0.0267
"444","Gambier_1",40,30,0,-23.0731,-135.0162,53.33,0,0,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_30",40,75,0,75,1e-04
"445","Gambier_1",40,4,14.66,-23.0731,-135.0162,65.33,0,0,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_4",40,75,11,64,0.1466
"446","Gambier_1",40,5,12,-23.0731,-135.0162,81.34,0,0,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_5",40,75,9,66,0.12
"447","Gambier_1",40,6,14.67,-23.0731,-135.0162,61.33,0,0,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_6",40,75,11,64,0.1467
"448","Gambier_1",40,7,0,-23.0731,-135.0162,60,0,0,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_7",40,75,0,75,1e-04
"449","Gambier_1",40,8,4,-23.0731,-135.0162,42.67,0,0,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_8",40,75,3,72,0.04
"450","Gambier_1",40,9,1.33,-23.0731,-135.0162,61.33,0,0,0,-0.0572030347452314,-0.223863470095726,-0.0473201063620202,1.62570644754252,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Moderate","Rubble and Porites","Fixed substrate","None",0.62860988197769,2,3.2,2,2.25885337708444,"40_GAMGAM1_9",40,75,1,74,0.0133
"451","Gambier_1",6,1,8,-23.0731,-135.0162,92,0,0,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_1",6,75,6,69,0.08
"452","Gambier_1",6,10,6.67,-23.0731,-135.0162,89.33,0,2.67,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_10",6,75,5,70,0.0667
"453","Gambier_1",6,11,5.33,-23.0731,-135.0162,49.33,0,4,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_11",6,75,4,71,0.0533
"454","Gambier_1",6,12,6.66,-23.0731,-135.0162,80,0,4,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_12",6,75,5,70,0.0666
"455","Gambier_1",6,13,22.67,-23.0731,-135.0162,77.34,0,0,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_13",6,75,17,58,0.2267
"456","Gambier_1",6,14,23.99,-23.0731,-135.0162,74.67,0,0,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_14",6,75,18,57,0.2399
"457","Gambier_1",6,15,34.67,-23.0731,-135.0162,64,0,0,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_15",6,75,26,49,0.3467
"458","Gambier_1",6,16,1.33,-23.0731,-135.0162,92,0,5.33,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_16",6,75,1,74,0.0133
"459","Gambier_1",6,17,8,-23.0731,-135.0162,86.66,0,2.67,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_17",6,75,6,69,0.08
"460","Gambier_1",6,18,12,-23.0731,-135.0162,70.67,0,6.67,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_18",6,75,9,66,0.12
"461","Gambier_1",6,19,12,-23.0731,-135.0162,78.66,0,0,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_19",6,75,9,66,0.12
"462","Gambier_1",6,2,8,-23.0731,-135.0162,86.67,0,4,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_2",6,75,6,69,0.08
"463","Gambier_1",6,20,2.67,-23.0731,-135.0162,96.01,0,1.33,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_20",6,75,2,73,0.0267
"464","Gambier_1",6,21,2.67,-23.0731,-135.0162,94.67,0,1.33,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_21",6,75,2,73,0.0267
"465","Gambier_1",6,22,13.33,-23.0731,-135.0162,76,9.33,1.33,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_22",6,75,10,65,0.1333
"466","Gambier_1",6,23,12,-23.0731,-135.0162,76,0,8,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_23",6,75,9,66,0.12
"467","Gambier_1",6,24,4,-23.0731,-135.0162,93.33,0,0,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_24",6,75,3,72,0.04
"468","Gambier_1",6,25,18.67,-23.0731,-135.0162,78.67,0,2.67,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_25",6,75,14,61,0.1867
"469","Gambier_1",6,26,12.01,-23.0731,-135.0162,78.67,0,0,1.33,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_26",6,75,9,66,0.1201
"470","Gambier_1",6,27,37.33,-23.0731,-135.0162,54.67,0,6.67,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_27",6,75,28,47,0.3733
"471","Gambier_1",6,28,8,-23.0731,-135.0162,90.66,0,1.33,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_28",6,75,6,69,0.08
"472","Gambier_1",6,29,14.66,-23.0731,-135.0162,78.67,0,4,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_29",6,75,11,64,0.1466
"473","Gambier_1",6,3,1.33,-23.0731,-135.0162,98.66,0,0,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_3",6,75,1,74,0.0133
"474","Gambier_1",6,30,1.33,-23.0731,-135.0162,94.67,0,4,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_30",6,75,1,74,0.0133
"475","Gambier_1",6,4,10.66,-23.0731,-135.0162,85.33,0,0,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_4",6,75,8,67,0.1066
"476","Gambier_1",6,5,6.67,-23.0731,-135.0162,92,0,1.33,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_5",6,75,5,70,0.0667
"477","Gambier_1",6,6,6.66,-23.0731,-135.0162,89.34,2.67,1.33,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_6",6,75,5,70,0.0666
"478","Gambier_1",6,7,4,-23.0731,-135.0162,92,0,1.33,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_7",6,75,3,72,0.04
"479","Gambier_1",6,8,10.67,-23.0731,-135.0162,78.67,0,2.67,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_8",6,75,8,67,0.1067
"480","Gambier_1",6,9,10.66,-23.0731,-135.0162,77.33,0,4,0,2.48158617809798,1.93128789007223,0.0833600549416723,-0.818702133619504,-2.60774273287956,-0.0107009720264997,"Barrier reef","North-west","Gentle","Dead corals","Fixed substrate","None",-0.116409237403276,2,3.2,2,2.25885337708444,"6_GAMGAM1_9",6,75,8,67,0.1066
"481","Gambier_1",60,1,32,-23.0731,-135.0162,60,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_1",60,75,24,51,0.32
"482","Gambier_1",60,10,42.66,-23.0731,-135.0162,34.67,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_10",60,75,32,43,0.4266
"483","Gambier_1",60,11,41.33,-23.0731,-135.0162,44,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_11",60,75,31,44,0.4133
"484","Gambier_1",60,12,56,-23.0731,-135.0162,40,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_12",60,75,42,33,0.56
"485","Gambier_1",60,13,68,-23.0731,-135.0162,48,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_13",60,75,51,24,0.68
"486","Gambier_1",60,14,24,-23.0731,-135.0162,46.67,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_14",60,75,18,57,0.24
"487","Gambier_1",60,15,34.67,-23.0731,-135.0162,32,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_15",60,75,26,49,0.3467
"488","Gambier_1",60,16,21.33,-23.0731,-135.0162,32,0,1.33,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_16",60,75,16,59,0.2133
"489","Gambier_1",60,17,13.33,-23.0731,-135.0162,41.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_17",60,75,10,65,0.1333
"490","Gambier_1",60,18,68,-23.0731,-135.0162,46.67,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_18",60,75,51,24,0.68
"491","Gambier_1",60,19,36,-23.0731,-135.0162,53.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_19",60,75,27,48,0.36
"492","Gambier_1",60,2,21.33,-23.0731,-135.0162,49.34,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_2",60,75,16,59,0.2133
"493","Gambier_1",60,20,28,-23.0731,-135.0162,30.67,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_20",60,75,21,54,0.28
"494","Gambier_1",60,21,33.32,-23.0731,-135.0162,44,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_21",60,75,25,50,0.3332
"495","Gambier_1",60,22,37.32,-23.0731,-135.0162,36,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_22",60,75,28,47,0.3732
"496","Gambier_1",60,23,29.33,-23.0731,-135.0162,44,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_23",60,75,22,53,0.2933
"497","Gambier_1",60,24,42.66,-23.0731,-135.0162,37.33,0,1.33,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_24",60,75,32,43,0.4266
"498","Gambier_1",60,25,50.67,-23.0731,-135.0162,50.67,0,4,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_25",60,75,38,37,0.5067
"499","Gambier_1",60,26,14.66,-23.0731,-135.0162,32,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_26",60,75,11,64,0.1466
"500","Gambier_1",60,27,25.33,-23.0731,-135.0162,33.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_27",60,75,19,56,0.2533
"501","Gambier_1",60,28,26.66,-23.0731,-135.0162,45.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_28",60,75,20,55,0.2666
"502","Gambier_1",60,29,4,-23.0731,-135.0162,45.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_29",60,75,3,72,0.04
"503","Gambier_1",60,3,37.33,-23.0731,-135.0162,64,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_3",60,75,28,47,0.3733
"504","Gambier_1",60,30,36,-23.0731,-135.0162,49.34,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_30",60,75,27,48,0.36
"505","Gambier_1",60,4,18.67,-23.0731,-135.0162,50.67,1.33,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_4",60,75,14,61,0.1867
"506","Gambier_1",60,5,42.66,-23.0731,-135.0162,49.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_5",60,75,32,43,0.4266
"507","Gambier_1",60,6,83.99,-23.0731,-135.0162,48,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_6",60,75,63,12,0.8399
"508","Gambier_1",60,7,53.33,-23.0731,-135.0162,53.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_7",60,75,40,35,0.5333
"509","Gambier_1",60,8,37.33,-23.0731,-135.0162,57.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_8",60,75,28,47,0.3733
"510","Gambier_1",60,9,13.33,-23.0731,-135.0162,45.33,0,0,0,-0.531476614569405,-0.62775043174751,-0.250088979330014,1.93246417207623,-2.60774273287956,-0.0295684457984776,"Barrier reef","North-west","Moderate","Sediment and Pocillopora","Fixed substrate","None",0.777613705853883,2,3.2,2,2.25885337708444,"60_GAMGAM1_9",60,75,10,65,0.1333
"511","Gambier_1",90,1,2.67,-23.0731,-135.0162,21.33,0,0,0,-0.735772579792491,-0.800634559620976,-0.659439511148745,2.43657651658968,-2.60774273287956,-0.0823994675819772,"Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae",-0.265413061279469,2,3.2,2,2.25885337708444,"90_GAMGAM1_1",90,75,2,73,0.0267
"512","Gambier_1",90,10,9.33,-23.0731,-135.0162,21.33,0,0,0,-0.735772579792491,-0.800634559620976,-0.659439511148745,2.43657651658968,-2.60774273287956,-0.0823994675819772,"Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae",-0.265413061279469,2,3.2,2,2.25885337708444,"90_GAMGAM1_10",90,75,7,68,0.0933
"513","Gambier_1",90,11,22.67,-23.0731,-135.0162,20,0,0,0,-0.735772579792491,-0.800634559620976,-0.659439511148745,2.43657651658968,-2.60774273287956,-0.0823994675819772,"Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae",-0.265413061279469,2,3.2,2,2.25885337708444,"90_GAMGAM1_11",90,75,17,58,0.2267
"514","Gambier_1",90,12,8,-23.0731,-135.0162,17.33,0,0,0,-0.735772579792491,-0.800634559620976,-0.659439511148745,2.43657651658968,-2.60774273287956,-0.0823994675819772,"Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae",-0.265413061279469,2,3.2,2,2.25885337708444,"90_GAMGAM1_12",90,75,6,69,0.08
"515","Gambier_1",90,13,4,-23.0731,-135.0162,24,0,0,0,-0.735772579792491,-0.800634559620976,-0.659439511148745,2.43657651658968,-2.60774273287956,-0.0823994675819772,"Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae",-0.265413061279469,2,3.2,2,2.25885337708444,"90_GAMGAM1_13",90,75,3,72,0.04
"516","Gambier_1",90,14,5.33,-23.0731,-135.0162,24,2.67,0,0,-0.735772579792491,-0.800634559620976,-0.659439511148745,2.43657651658968,-2.60774273287956,-0.0823994675819772,"Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae",-0.265413061279469,2,3.2,2,2.25885337708444,"90_GAMGAM1_14",90,75,4,71,0.0533
"517","Gambier_1",90,15,18.67,-23.0731,-135.0162,22.67,0,0,0,-0.735772579792491,-0.800634559620976,-0.659439511148745,2.43657651658968,-2.60774273287956,-0.0823994675819772,"Barrier reef","North-west","Moderate","Sediment","Sediment substrate","Macroalgae",-0.265413061279469,2,3.2,2,2.25885337708444,"90_GAMGAM1_15",90,75,14,61,0.1867
