"","Island_Island_Site","Depth","Quadrat","Cover","Latitude","Longitude","Fixed.substrate","Sediment.substrate","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015","ID","Depth_num","TotPoints","Inc_points","Non_Inc_points"
"11","Bora_1","120",19,0,-16.5031,-151.7907,40,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_19",120,75,0,75
"12","Bora_1","120",2,1.33,-16.5031,-151.7907,24,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_2",120,75,1,74
"13","Bora_1","120",20,0,-16.5031,-151.7907,22.67,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_20",120,75,0,75
"14","Bora_1","120",21,0,-16.5031,-151.7907,69.33,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_21",120,75,0,75
"15","Bora_1","120",22,0,-16.5031,-151.7907,60,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_22",120,75,0,75
"16","Bora_1","120",23,0,-16.5031,-151.7907,18.67,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_23",120,75,0,75
"17","Bora_1","120",24,0,-16.5031,-151.7907,22.67,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_24",120,75,0,75
"18","Bora_1","120",25,0,-16.5031,-151.7907,61.34,0,14.67,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_25",120,75,0,75
"19","Bora_1","120",26,0,-16.5031,-151.7907,40,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_26",120,75,0,75
"20","Bora_1","120",27,0,-16.5031,-151.7907,36,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_27",120,75,0,75
"21","Bora_1","120",28,0,-16.5031,-151.7907,58.66,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_28",120,75,0,75
"22","Bora_1","120",29,0,-16.5031,-151.7907,54.66,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_29",120,75,0,75
"23","Bora_1","120",3,0,-16.5031,-151.7907,46.66,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_3",120,75,0,75
"24","Bora_1","120",30,0,-16.5031,-151.7907,12,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_30",120,75,0,75
"25","Bora_1","120",4,0,-16.5031,-151.7907,28,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_4",120,75,0,75
"26","Bora_1","120",5,0,-16.5031,-151.7907,70.67,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_5",120,75,0,75
"27","Bora_1","120",6,0,-16.5031,-151.7907,49.33,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_6",120,75,0,75
"28","Bora_1","120",7,0,-16.5031,-151.7907,57.33,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_7",120,75,0,75
"29","Bora_1","120",8,0,-16.5031,-151.7907,48,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_8",120,75,0,75
"30","Bora_1","120",9,0,-16.5031,-151.7907,36,0,0,-0.848949832365673,-0.888798034215143,-0.167841038184597,2.45052004952303,0.411401551564416,0.368216926710668,"Barrier reef","West","Steep","Sediment and turf","Fixed substrate","None",-1.60644747616521,3,3.9,1,-0.500917276089856,"120_SOCBOR1_9",120,75,0,75
"31","Bora_1","20",1,53.33,-16.5031,-151.7907,77.33,0,10.67,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_1",20,75,40,35
"32","Bora_1","20",10,42.67,-16.5031,-151.7907,58.67,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_10",20,75,32,43
"33","Bora_1","20",11,66.65,-16.5031,-151.7907,69.33,0,18.67,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_11",20,75,50,25
"34","Bora_1","20",12,49.33,-16.5031,-151.7907,85.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_12",20,75,37,38
"35","Bora_1","20",13,38.67,-16.5031,-151.7907,57.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_13",20,75,29,46
"36","Bora_1","20",14,50.65,-16.5031,-151.7907,90.67,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_14",20,75,38,37
"37","Bora_1","20",15,40,-16.5031,-151.7907,64,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_15",20,75,30,45
"38","Bora_1","20",16,38.67,-16.5031,-151.7907,77.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_16",20,75,29,46
"39","Bora_1","20",17,49.33,-16.5031,-151.7907,56,0,13.33,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_17",20,75,37,38
"40","Bora_1","20",18,33.34,-16.5031,-151.7907,61.33,4,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_18",20,75,25,50
"41","Bora_1","20",19,47.99,-16.5031,-151.7907,89.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_19",20,75,36,39
"42","Bora_1","20",2,51.99,-16.5031,-151.7907,90.67,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_2",20,75,39,36
"43","Bora_1","20",20,50.66,-16.5031,-151.7907,76,0,4,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_20",20,75,38,37
"44","Bora_1","20",21,56,-16.5031,-151.7907,70.67,0,2.67,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_21",20,75,42,33
"45","Bora_1","20",22,41.32,-16.5031,-151.7907,85.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_22",20,75,31,44
"46","Bora_1","20",23,58.67,-16.5031,-151.7907,68,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_23",20,75,44,31
"47","Bora_1","20",24,49.34,-16.5031,-151.7907,78.67,0,12,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_24",20,75,37,38
"48","Bora_1","20",25,54.67,-16.5031,-151.7907,70.67,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_25",20,75,41,34
"49","Bora_1","20",26,28,-16.5031,-151.7907,81.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_26",20,75,21,54
"50","Bora_1","20",27,35.99,-16.5031,-151.7907,82.67,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_27",20,75,27,48
"51","Bora_1","20",28,25.33,-16.5031,-151.7907,81.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_28",20,75,19,56
"52","Bora_1","20",29,44,-16.5031,-151.7907,84,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_29",20,75,33,42
"53","Bora_1","20",3,47.99,-16.5031,-151.7907,62.67,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_3",20,75,36,39
"54","Bora_1","20",30,44,-16.5031,-151.7907,86.67,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_30",20,75,33,42
"55","Bora_1","20",4,59.99,-16.5031,-151.7907,37.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_4",20,75,45,30
"56","Bora_1","20",5,68,-16.5031,-151.7907,76,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_5",20,75,51,24
"57","Bora_1","20",6,25.33,-16.5031,-151.7907,68,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_6",20,75,19,56
"58","Bora_1","20",7,44,-16.5031,-151.7907,40,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_7",20,75,33,42
"59","Bora_1","20",8,27.99,-16.5031,-151.7907,85.33,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_8",20,75,21,54
"60","Bora_1","20",9,60.01,-16.5031,-151.7907,68,0,0,0.295039398263256,0.688409349402429,0.180138400093129,-1.10615342793781,0.411401551564416,0.397490170700506,"Barrier reef","West","Gentle","Corals","Fixed substrate","None",0.62860988197769,3,3.9,1,-0.500917276089856,"20_SOCBOR1_9",20,75,45,30
"61","Bora_1","40",1,23.99,-16.5031,-151.7907,48,4,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_1",40,75,18,57
"62","Bora_1","40",10,0,-16.5031,-151.7907,29.33,5.33,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_10",40,75,0,75
"63","Bora_1","40",11,0,-16.5031,-151.7907,25.33,1.33,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_11",40,75,0,75
"64","Bora_1","40",12,0,-16.5031,-151.7907,34.66,0,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_12",40,75,0,75
"65","Bora_1","40",13,1.33,-16.5031,-151.7907,21.33,8,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_13",40,75,1,74
"66","Bora_1","40",14,9.33,-16.5031,-151.7907,44,16,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_14",40,75,7,68
"67","Bora_1","40",15,0,-16.5031,-151.7907,22.67,9.33,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_15",40,75,0,75
"68","Bora_1","40",16,0,-16.5031,-151.7907,44,5.33,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_16",40,75,0,75
"69","Bora_1","40",17,0,-16.5031,-151.7907,29.33,6.67,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_17",40,75,0,75
"70","Bora_1","40",18,0,-16.5031,-151.7907,37.33,1.33,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_18",40,75,0,75
"71","Bora_1","40",19,28.01,-16.5031,-151.7907,45.33,1.33,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_19",40,75,21,54
"72","Bora_1","40",2,12,-16.5031,-151.7907,9.33,5.33,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_2",40,75,9,66
"73","Bora_1","40",20,0,-16.5031,-151.7907,30.67,4,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_20",40,75,0,75
"74","Bora_1","40",21,1.33,-16.5031,-151.7907,34.67,4,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_21",40,75,1,74
"75","Bora_1","40",22,0,-16.5031,-151.7907,21.33,16,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_22",40,75,0,75
"76","Bora_1","40",23,5.33,-16.5031,-151.7907,29.33,4,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_23",40,75,4,71
"77","Bora_1","40",24,20,-16.5031,-151.7907,42.66,10.67,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_24",40,75,15,60
"78","Bora_1","40",25,4,-16.5031,-151.7907,20,4,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_25",40,75,3,72
"79","Bora_1","40",26,48,-16.5031,-151.7907,18.67,12,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_26",40,75,36,39
"80","Bora_1","40",27,0,-16.5031,-151.7907,17.33,14.67,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_27",40,75,0,75
"81","Bora_1","40",28,5.33,-16.5031,-151.7907,18.67,8,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_28",40,75,4,71
"82","Bora_1","40",29,1.33,-16.5031,-151.7907,21.34,10.67,0,-0.379238610612666,-0.241161965794852,0.169706125945572,-1.05359703457364,0.411401551564416,0.397490170700506,"Barrier reef","West","Moderate","Rubble and corals","Rubble","None",0.62860988197769,3,3.9,1,-0.500917276089856,"40_SOCBOR1_29",40,75,1,74
